game_id,nameOfGames,released_date,rating,summary
556,Grand Theft Auto: Chinatown Wars,2009-03-17,77.93438,"Grand Theft Auto: Chinatown Wars is an entirely original entry into the critically acclaimed Grand Theft Auto series, and brings a new level of interactivity to its sprawling open environments. With the use of the DS touch screen, players navigate their way through the streets as they uncover the truth behind an epic tale of crime and corruption within the Triad crime syndicate, delivering the unprecedented amount of depth that has become a true trademark of the franchise."
557,Grand Theft Auto: Vice City,2002-10-27,87.68044,"In the year 1986, Tommy Vercetti is heavily indebted to his mafia superiors after a drug deal gone awry, but his dreams of taking over Vice City (based on Miami) push him down a different path. Featuring a wide variety of vehicles and weapons, radio stations playing hit songs from the era and an intense atmosphere, GTA: Vice City is an open-world sandbox satire of '80's Miami."
558,Grand Theft Auto: San Andreas,2004-10-26,90.56755,"Returning after his mother's murder to the semi-fictional city of Los Santos (based on Los Angeles), Carl Johnson, a former gang banger, must take back the streets for his family and friends by gaining respect and once again gaining control over the streets. However, a story filled with crime, lies and corruption will lead him to trudge the entire state of San Andreas (based on California and Nevada) to rebuild his life."
559,Grand Theft Auto: iFruit,2013-09-16,0,A fictional app that appeared in GTA V is now usable in real life
560,Grand Theft Auto: The Trilogy – The Definitive Edition,2021-11-11,69.89664,"Three iconic cities, three epic stories.  Play the genre-defining classics of the original Grand Theft Auto Trilogy: Grand Theft Auto III, Grand Theft Auto: Vice City, and Grand Theft Auto: San Andreas updated for a new generation, now with across-the-board enhancements including brilliant new lighting and environmental upgrades, with high-resolution textures, increased draw distances, Grand Theft Auto V-style controls and targeting, and much more, bringing these beloved worlds to life with all new levels of detail."
561,Grand Theft Auto: San Andreas – The Definitive Edition,2021-11-11,50.08892,"It's the early '90s. After a couple of cops frame him for homicide, Carl ""CJ"" Johnson is forced on a journey that takes him across the entire state of San Andreas, to save his family and to take control of the streets."
562,Grand Theft Auto: Vice City Stories,2006-10-31,75.76227,"The PlayStation Portable follow-up to Rockstar's monumental handheld entry in the series, Grand Theft Auto: Liberty City Stories. As in Liberty City Stories, this game ventures back to the location of the second PS2 game."
563,Grand Theft Auto: Vice City – The Definitive Edition,2021-11-11,60.21811,"Welcome to the 1980s. Experience Tommy Vercetti’s tale of betrayal and revenge in the neon-soaked tropical sprawl of Vice City, a town brimming with excess, ready to be taken over, your way."
564,Grand Theft Auto: Liberty City Stories,2005-10-24,73.40052,"There are a million stories in Liberty City. This one changes everything. Once a trusted wise guy in the Leone crime family, Toni Cipriani was forced into hiding after killing a made man. Now he's back and it's time for things to be put right.  The streets of Liberty City are in turmoil. Warring mafiosi vie for control as the town begins to self-destruct under waves of political corruption, organized crime, drug trafficking and union strikes. No one can be trusted as Toni tries to clean up the mess of the city's chaotic underworld. Deranged hit men, morally depraved tycoons, cynical politicians and his own mother stand in his way as Toni tries to bring the city under Leone control.  Forced to fight for his life in an odyssey that will shake Liberty City to its foundations, Toni must use any means necessary to secure his place in the leadership of the Leone family in a town up for grabs."
565,Grand Theft Auto: Episodes from Liberty City,2009-10-29,80.19911,Episodes from Liberty City is a standalone compilation of the episodes: Grand Theft Auto IV: Ballad of Gay Tony and Grand Theft Auto IV: The Lost and Damned
566,Grand Theft Auto IV: The Lost and Damned,2009-02-17,79.81055,"Grand Theft Auto IV: The Lost and Damned is the first of two episodic expansion packs of Grand Theft Auto IV. The Lost and Damned features a new protagonist, Johnny Klebitz, who is Vice President of the Alderney chapter of one percenter motorcycle club The Lost MC, a club which is featured in missions throughout the course of Grand Theft Auto IV. Dan Houser, vice-president of creative development at Rockstar Games, claims the episode shows ""a different side of Liberty City""."
567,Grand Theft Auto: The Trilogy,2011-01-06,88.09671,A bundle that contains the original trilogy from one of the most popular and critically acclaimed franchises in entertainment history.  - GTA III - GTA Vice City - GTA San Andreas
568,Mortal Kombat,1992-08-09,63,This compilation combines the Game Boy versions of:  - Mortal Kombat - Mortal Kombat II
569,Mortal Kombat: Deception,2004-10-04,70.6335,"Mortal Kombat: Deception is the sixth installment in the Mortal Kombat franchise. Based on the Mortal Kombat: Deadly Alliance engine, players once again have to fight to stop this new threat in the sixth installment of the fighting series. The standard Arcade, Versus, and Practice modes return, as well as new items to be found in the Krypt. In addition, there are new Konquest Adventure, Chess Kombat, and Puzzle Kombat modes to give the player new mini-games.  The Playstation 2 and Xbox versions offer online, competitive play against other players. The Gamecube version does not include online play, but offers Goro and Shao Kahn as exclusive playable characters."
570,Mortal Kombat: Armageddon,2006-10-11,73.10914,"Mortal Kombat: Armageddon brags a roster of 62 characters and sees the return of classic ones from the original Mortal Kombat, such as Reptile, Shang Tsung and Goro. The enhanced Konquest mode (story/adventure mode) improves over the preceding versions, but has a shorter length. There are now 64 arenas (including revamped versions of classic environments) which each have their own tweaks, such as the ridiculous amount of stage fatalities (fatalities are a fancy way of killing your opponent, including classic techniques such as the ""spine-rip"" or ""arm-break"")."
571,Mortal Kombat: Unchained,2009-10-02,59.98079,"Mortal Kombat: Unchained is the portable equivalent of the console game Mortal Kombat: Deception. It contains all the characters from the GameCube version, along with four exclusive to the PSP version: Blaze, Frost, Jax and Kitana. All characters have a vast arsenal of moves, with weapons, and fatalities. The arenas are multi-tiered, interactive and contain death traps. Next to the regular battles, you can play a free-roaming adventure in the Konquest Mode, battle an endless wave of opponents in the Endurance Mode (exclusive for the PSP), go head-to-head over Wi-Fi against another human player, or try a mini-game such as Chess Kombat (chess with the MK characters) and Puzzle Kombat (Tetris with a twist)."
572,Mortal Kombat 1,2023-09-19,76.74417,"A new era has begun. It's In Our Blood. Discover a reborn Mortal Kombat Universe created by Fire God Liu Kang. Mortal Kombat 1 ushers in a new era of the iconic franchise with a new fighting system, game modes, and Fatalities!"
573,Mortal Kombat X,2015-04-07,0,A cancelled port of Mortal Kombat X for PlayStation 3 and Xbox 360.
574,Mortal Kombat Komplete Edition,2013-07-03,81.32974,"This Komplete Edition is a re-release of the original game. It includes the full game, alongside all previously released downloadable content. It also includes the Mortal Kombat: Songs Inspired by the Warriors album (including a bonus track) and the 1995 Mortal Kombat movie for download, via the PlayStation Store or Xbox Live Zune.  For the PS Vita and Windows this is the first release of the game. It has the same content as well as new costumes and a new Challenge Tower (Vita version only) not featured in the versions for other platforms."
575,Mortal Kombat Arcade Kollection,2011-08-30,70.0064,"Mortal Kombat Arcade Kollection is a 2011 video game developed by Other Ocean Interactive and published by Warner Bros. Games. It is a compilation of three classic 2D fighting games in the Mortal Kombat series: Mortal Kombat (1992), Mortal Kombat II (1993) and Ultimate Mortal Kombat 3 (1995).  The game was created after an ambitious previous incarnation, a HD remake project titled Mortal Kombat HD Arcade Kollection, was cancelled."
576,Mortal Kombat: Special Forces,2000-06-30,45.04952,"Take on the role of Mortal Kombat character Jax, as you descend into the realm of Mortal Kombat in search of arch- villain, Kano. As you make your way through the game, you will delve deeper into one of the most interesting and enigmatic stories in the Mortal Kombat universe. Battle your way through complex 3D levels. Destroy your enemies using never-before-seen special moves and combos, all leading to an unforeseen climactic ending."
577,Mortal Kombat: Deadly Alliance,2002-11-16,58.54166,"Mortal Kombat: Deadly Alliance is the first Mortal Kombat outing on the next-gen systems. New to DA is a completely revamped fight engine. The graphics are in full 3D and feature somewhat interactive environments. Each character now has different fighting stances, allowing them to be in an offensive stance or a fatality stance.  Returning from past games are all your favorite fighters, and a host of new ones. Johnny Cage, Scorpion, Sub-Zero, Raiden, joined by such newcomers as Molloch and Quan Chi. Each character has their own specific fatalities."
578,Mortal Kombat 11: Aftermath,2020-05-26,0,"The epic saga continues with Mortal Kombat 11: Aftermath! This new entry expands the critically acclaimed story campaign of Mortal Kombat 11 with an all-new cinematic narrative centered around trust and deceit. Joining the fight will be Mortal Kombat alumni, Fujin and Sheeva, and guest character, RoboCop, making his series debut!"
579,Mortal Kombat: Shaolin Monks,2005-09-16,67.62369,"Mortal Kombat: Shaolin Monks is a 3D platforming adventure beat-em-up that is based in the Mortal Kombat world. The combat is fast-paced, with numerous ways to dispose of enemies, including MK signature moves and Fatalities. This kombat goes beyond what you have seen in the fighting games, among the upgrades are: The series first Multi-Directional Kombat System, Multalities (kill multiple opponents with one move), Brutalities (see red as you unleash brutal force), ko-op only team-attacks, and even character progression (earn experience to spend on upgrades to moves). The backgrounds, all based on MK and MK II arenas, come to life with numerous hazards for the Monks that they can turn on their enemies."
580,Mortal Kombat 11 Ultimate,2020-11-17,89.85763,"The definitive MK11 experience! Take control of Earthrealm's protectors in the game's TWO critically acclaimed, time-bending Story Campaigns as they race to stop Kronika from rewinding time and rebooting history. Friendships are tested, and new alliances forged, in the battle to save all of existence. MK11 Ultimate features the komplete 37-character roster, including new additions Rain, Mileena & Rambo."
581,Mortal Kombat Mythologies: Sub-Zero,1997-10-01,0,
582,Mortal Kombat vs. DC Universe,2008-11-16,59.94578,"In this arcade-style fighting game, both DC and Mortal Kombat universes are represented by 10 champions each, and one ""boss"" character, for a total of 22 fighters. Play is similar to the 2D Mortal Kombat games (with some 3D elements), focusing more on the special move aspect than the complex combos found in the previous three games (Deadly Alliance, Deception, Armageddon).  As with any Mortal Kombat game, Fatalities are still present for the Kombatants and villains, though slightly toned down to meet the DC standards of heroes such as Superman and Batman keeping to their moral code and not killing their opponent. As a result, the DC heroes perform ""Heroic Brutalities"", which effectively put their opponent out of commission."
583,Mortal Kombat MOBILE,2015-04-07,79.87426,Mortal Kombat X is a mobile game based on the console game of the same name.
584,Mortal Kombat Trilogy,1996-09-01,0,
585,Mortal Kombat 4,1997-09-10,0,"Mortal Kombat 3, better known by its mapper hack, Mortal Kombat 4, is a pirated fighting game that was developed by Hummer Team and published by Ka Sheng, with MK4 later re-released by ABAB Soft on a multicart. The game is based on Mortal Kombat 3."
586,Mortal Kombat 2,1993-06-25,0,Mortal Kombat II is a pirated port of Mortal Kombat made by Cony Soft (known as Yoko Soft in this game) in 1994. This should not be mistaken for Mortal Kombat II (Hummer Team).
587,Far Cry,2004-03-22,0,Dive into the savage universe of Far Cry with this double-pack edition featuring both Far Cry 4 and Far Cry: Primal. Get ready to explore breathtaking landscapes featuring a varied wildlife and hostile enemies in this reference in the open world FPS genre.
588,Far Cry 2,2008-10-21,72.47432,"A civil war has swept through the country and you're caught in the middle of it. Track down the person at the forefront of the fighting, a ruthless arms dealer known only as ""The Jackal"". As you undertake deadly missions and form fragile alliances with conflicting rebel groups, one thing becomes clear - the Jackal is hunting you too."
589,Far Cry New Dawn,2019-02-15,67.06794,"Dive into a transformed vibrant post-apocalyptic Hope County, Montana, 17 years after a global nuclear catastrophe. Lead the fight against the Highwaymen, as they seek to take over the last remaining resources."
590,Far Cry 6,2021-10-07,71.39383,"Dive into the gritty world of a modern-day guerrilla revolution to liberate a nation from its oppressive dictators. Welcome to Yara, a tropical paradise frozen in time. Far Cry 6 thrusts players into a modern-day guerrilla revolution. As dictator of Yara, Anton Castillo is intent on restoring his nation back to its former glory by any means, with his son, Diego, following in his bloody footsteps. Become a guerrilla fighter and liberate Yara."
591,Far Cry 3: Blood Dragon,2013-04-30,78.55695,"The year is 2007. It is the future.  You are Sergeant Rex Colt: Mark IV Cyber Commando. The year is 2007 and Earth has been ravaged by a nuclear war which erupted in the 90s. The east vs. west conflict has raged for generations, and humanity continues to struggle to progress after a disastrous decade. New paths for peace must be found, and the US cyborg army may have found a solution: a powerful bioweapon on a distant island. Your mission is to gather information and figure out what the hell is going on."
592,Far Cry Instincts: Predator,2006-03-27,69.97302,"Far Cry Instincts: Predator, a Xbox 360 title, was released March 27, 2006. Predator is a graphically enhanced version of both Far Cry Instincts and Far Cry Instincts: Evolution."
593,Far Cry 5 - Lost On Mars,2018-07-17,51.85423,"Lost on Mars transports the franchise’s insanity from Hope County to the red planet as Nick Rye is teleported to a hostile planet to help his buddy Hurk thwart an alien invasion of Earth. This adventure gives players a new arsenal of alien weaponry, including the Blaster of Disaster, Hellfire and Morphinator, while also introducing a new traversal tool with Space Jets. Humankind’s future is in the hands of the game’s most notorious guns-for-hire. Time to squash some bugs!"
594,Far Cry 5 - Hours of Darkness,2018-06-05,54.17573,"Hours of Darkness, the first of three planned DLC expansions for Far Cry 5, will be out on June 5. The expansion will move the game from Hope County to the sweltering jungles of the Vietnam War, where local boy Wendell ""Red"" Redler will embark upon a mission to rescued his captured comrades.  The expansion will add new weapons to the game, including the M16 rifle, the SVD sniper rifle, and the M60 machine gun, all of which will also be usable in the main campaign. You'll also have the ability to call in ""bombing airstrikes,"" which will presumably deliver more bang-for-the-buck than Hurk's mom's helicopter, and a new Survival Instinct feature that grants up to four temporary perks for accumulating stealth kills."
595,Far Cry 5 - Dead Living Zombies,2018-08-28,43.1283,"Survive the horrors of Dead Living Zombies, the final DLC pack for Far Cry 5. Team up with a friend and smash your way through ravenous zombie hordes in 7 thrilling cinematic scenarios.  7 ZOMBIE-MOVIE THEMED MAPS Picture this: zombies and Far Cry combine in over-the-top cinematic mayhem. • Experience 7 action-packed movie scripts as pitched by director Guy Marvel. • Fight the living dead across city rooftops, farmland, military bases, and more.  NEW ZOMBIE ENEMIES Come face to face with the walking, running, and thundering dead. • Take down waves of zombies, from agile Gougers to explosive Hot Heads and powerful Behemoths.  SCORE ATTACK Challenge your best score to perfect each map. • Unlock Score Attack mode for each map, and surpass the best score to earn one, two, or three stars. • A 3-star rating unlocks weapons and gear you can bring back to the main campaign.  Also available in the Far Cry 5 Gold Edition and Season Pass."
596,Far Cry Vengeance,2006-12-12,30.50095,"The game takes full advantage of the Wii Remote and its Nunchuk attachment. For example, the player can make the character jump by lifting the nunchuk. Weapons are aimed by pointing the Wii Remote at the screen, and melee attacks are carried out by making a slashing motion with it. The zoom on sniper rifles will similarly be controlled by moving the Wii Remote towards the television. Split screen Chaos mode (standard deathmatch) is included."
597,Far Cry Primal,2016-02-23,72.17873,"Gamers play as TAKKAR, a seasoned hunter and the last surviving member of his hunting group. Arriving in the majestic and savage land of Oros, players will pursue one single goal; survive in a world where humans are the prey. They will meet a cast of memorable characters who will help them push back and tame the dangers of the wild.  Players will journey as the first human to tame the wilderness and rise above extinction. Along the way, they will have to hunt for food, master fire, fend off fierce predators, craft weapons and tools partly from the bones of slain beasts, and face off against other tribes to conquer Oros."
598,Far Cry 5,2018-03-27,0,"It's time to defend Hope County with this bundle featuring both Far Cry 5 and Far Cry New Dawn  Far Cry 5 Welcome to Hope County, Montana. This idyllic place is home to a community of freedom-loving people - and a fanatical doomsday cult is known as The Project at Eden's Gate. Led by the charismatic prophet Joseph Seed and his devoted siblings - The Heralds - Eden's Gate has been quietly infiltrating every aspect of daily life in this once-quiet town. When your arrival incites the cult to violently seize control of the region, you must rise up and spark the fires of resistance to liberate a besieged community.  Far Cry New Dawn Dive into a transformed vibrant post-apocalyptic Hope County, Montana, 17 years after a global nuclear catastrophe. Join fellow survivors and lead the fight against the dangerous new threat the Highwaymen, and their ruthless leaders The Twins, as they seek to take over the last remaining resources."
599,Far Cry 4,2014-11-18,0,Dive into the savage universe of Far Cry with this double-pack edition featuring both Far Cry 4 and Far Cry: Primal. Get ready to explore breathtaking landscapes featuring a varied wildlife and hostile enemies in this reference in the open world FPS genre.
600,Far Cry Instincts: Evolution,2006-03-28,0,A sequel to Far Cry: Instincts with a different campaign.
601,Far Cry 3,2012-11-28,83.82835,"Beyond the reach of civilization lies a lawless island ruled by violence. This is where you find yourself stranded, caught in a bloody conflict between the island’s psychotic warlords and indigenous rebels. Struggling to survive, your only hope of escape is through the muzzle of a gun. Discover the island’s dark secrets and take the fight to the enemy; improvise and use your environment to your advantage; and outwit its cast of ruthless, deranged inhabitants. Beware the beauty and mystery of this island of insanity… Where nothing is what is seems, you’ll need more than luck to escape alive."
602,Far Cry: Wild Expedition,2014-02-11,0,"Far Cry: Wild Expedition is a compilation bundle of the games in the Far Cry franchise, released to celebrate the 10th anniversary of the original game. The bundle contains Far Cry 2, Far Cry 3 and Far Cry 3: Blood Dragon, whilst releases outside of the United States additionally include Far Cry Classic, an HD remake of the first game in the series."
603,Far Cry 4: Hurk Deluxe,2015-01-27,60.01555,"The Hurk Deluxe Pack contains five missions: Yak Farm, Blood Ruby and the Hurk’s Redemption missions, as well as an arsenal of five new weapons including “The Impaler”, Hurk’s harpoon gun."
604,Far Cry 3: Classic Edition,2018-06-26,84.34765,"Far Cry 3: Classic Edition will let fans and newcomers to the series revisit Rook Island and encounter one of the franchise’s most notorious villains Vaas, who is brought to life by Michael Mando. As Jason Brody, players must explore the tropical island to find and save his friends, who are being held captive.  Far Cry 3: Classic Edition will be available to season pass holders four weeks prior to launching as a standalone purchase in summer 2018 on PlayStation 4 and Xbox One. PC players who purchase the season pass or Far Cry 5 Gold Edition will receive the full version of Far Cry 3."
605,Red Dead Redemption,2010-05-18,0,"This bundle includes Red Dead Redemption, Red Dead Redemption: Undead Nightmare, Red Dead Online and Red Dead Redemption 2: Story Mode."
606,Red Dead Redemption: Undead Nightmare,2010-11-22,0,A port for the Switch and PS4 lacking multiplayer modes present in the original release.
607,Red Dead Redemption 2,2018-10-26,92.5174,"Red Dead Redemption 2 is the epic tale of outlaw Arthur Morgan and the infamous Van der Linde gang, on the run across America at the dawn of the modern age."
608,Red Dead Redemption: Liars and Cheats,2010-09-21,0,"The Liars and Cheats pack exends the Red Dead Redemption multiplayer experience with horse races, multiplayer poker, Liar's Dice and a new Stronghold competitive mode."
609,Red Dead Redemption: Game of the Year Edition,2011-10-11,74.24397,"Red Dead Redemption: Game of the Year Edition will include the full, original Red Dead Redemption game plus all free and paid downloadable content packs released to date, including the wildly popular Undead Nightmare single and multiplayer offerings, as well as all DLC originally released as pre-order content."
610,Dear RED - Extended,2016-04-12,50,Dear Red is a game based on two choices: Truth or Lie. Each of your choices will lead to a different result.
611,Dead Zed: Redemption,2017-12-16,0,
612,Painkiller Redemption,2011-02-25,28.56304,"Painkiller – Redemption continues the story of Daniel and Belial as they joined forces for the first time to end the bloody conflict between heaven and hell. You will discover all new maps, fight off literally thousands of demonic fiends, and lose yourself in the intense gameplay rounded off with an absorbing heavy metalsoundtrack.    The newest addon brings the Painkiller franchise back to its roots. Breathtaking action, thousands of monsters and exotic weapons are a solid foundation for a Painkiller game.    The game also features a tactical component; while reaching your objectives in each level, you unlock Tarot Cards, which will soon prove to be very helpful. In additional to that, collecting souls of fallen enemies will temporarily transform you into a mighty demon."
613,Redemption: Eternal Quest,2015-08-28,50,"Redemption: Eternal Quest is a casual RPG/Sim game which combines the feel of an RPG with roster management sim mechanics. You become the leader of a band of adventurers, guiding them through quests, watching them grow and signing them to pacts while keeping your gold pouch filled."
614,Bio Inc. Redemption,2017-05-18,80,Bio Inc.: Redemption is a biomedical simulator in which you make life or death decisions. Create the ultimate illness to torment your victim or play as the head of a medical team and hopefully find a cure to save your patient.
615,Vampire: The Masquerade - Redemption,2000-06-06,77.64079,"Vampire: The Masquerade – Redemption is a 2000 role-playing video game based on White Wolf's game Vampire: The Masquerade and follows the adventures of Christof Romuald, a 12th-century French crusader who is killed and subsequently revived as a Vampire. The game depicts Christof's centuries-long journey from the Dark Ages of 12th century Prague and Vienna to modern-day London and New York City in search of his humanity and his kidnapped love, the nun Anezka."
616,SINNER: Sacrifice for Redemption,2018-10-18,59.9934,"Sinner: Sacrifice for Redemption is a boss battler action-RPG. Face eight abhorrent bosses, the first seven each based on one of the deadly sins. Before each epic clash, you must sacrifice a stat and level down to enter combat. Each fight will be tougher than the last as you wage war against sin itself."
617,Ash of Gods: Redemption,2018-03-22,63.04221,"Ash of Gods is а multi-genre project that features most of the typical elements of a visual novel, tactical turn-based role-playing game and card strategy. This is a story intending to show all the complexity and ambiguity of moral choice. Good people often become rascals while inhumans behave more human-like than humans. This is the story of “angels” who after being given free will turned the life of humans into hell in the absence of a god. This is a novel that shows you that no conflict has a right or a wrong side because even your enemies have mothers and children."
618,Redemption: Saints And Sinners,2016-11-18,50,"Squad of professional soldiers was sent to scout distant space station. After the accident, that station were evacuated long ago and all the exits were blocked with power shields. But the incoming signal from there made the Commander concerned. Squad's ship were fired upon and the survivors woke up at the station."
619,Red Dead Revolver,2004-05-04,68.42636,"Vast, rugged, and lawless. As a young man, you were helpless to prevent the slaughter of your family at the hands of bandits. Many years later, you live as a bounty hunter bringing criminals to justice, while struggling to unravel the mystery of your past. You must find those who murdered your family. Then, you will take your revenge.  A blazing arcade-style third person game fuelled by precision gunplay, Red Dead Revolver is a classic tale of vengeance on the untamed frontier."
620,Red Dead Online,2018-10-26,74.15079,"Step into the vibrant, ever-evolving world of Red Dead Online and experience life in frontier America. Chase down bounties, battle outlaw gangs and other players, hunt, fish and trade, search for exotic treasures, run Moonshine, and much more to discover in a world of astounding depth and detail."
621,Fallout,1997-09-30,70.23028,"This is a Tactical Squad-Based Combat comes to the Fallout Universe. You are the wretched refuse. You may be born from dirt, but we will forge you into steel. You will learn to bend; if not you, will you break. In these dark times, the Brotherhood - your Brotherhood - is all that stands between the rekindled flame of civilization and the howling, radiated wasteland.  Your weapons will become more than your tools, they will become your friends. You will use your skills to inspire the lowly and protect the weak... whether they like it or not. Your squadmates will be more dear to you than your kin and for those that survive there will be honor, respect and the spoils of war."
622,Fallout 76,2018-11-14,57.53088,"Bethesda Game Studios welcome you to Fallout 76. Twenty-five years after the bombs fall you and your fellow Vault Dwellers, chosen from the nation’s best and brightest, emerge into post-nuclear America on Reclamation Day, 2102. Play solo or join together as you explore, quest, build, and triumph against the wasteland’s greatest threats. Explore a vast wasteland, devastated by nuclear war, in this open-world multiplayer addition to the Fallout story. Experience the largest, most dynamic world ever created in the legendary Fallout universe."
623,Fallout 4: Automatron,2016-03-22,66.24769,"The mysterious Mechanist has unleashed a horde of evil robots into the Commonwealth, including the devious Robobrain. Hunt them down and harvest their parts to build and mod your own custom robot companions. Choose from hundreds of mods; mixing limbs, armor, abilities, and weapons like the all-new lightning chain gun. Even customize their paint schemes and choose their voices."
624,Fallout: New Vegas,2010-10-19,87.04643,"In this first-person Western RPG, the player takes on the role of Courier 6, barely surviving after being robbed of their cargo, shot and put into a shallow grave by a New Vegas mob boss. The Courier sets out to track down their robbers and retrieve their cargo, and winds up getting tangled in the complex ideological and socioeconomic web of the many factions and settlements of post-nuclear Nevada."
625,Fallout 3: The Pitt,2009-03-24,0,
626,Fallout 2,1998-09-30,0,"An enthusiast with the nickname ConstructVOD released an early version of his own remake of the iconic Fallout 2 on a different engine. Anyone can download it for free. In addition, you can evaluate the project directly in the browser."
627,Fallout Tactics: Brotherhood of Steel,2001-03-01,70.23028,"This is a Tactical Squad-Based Combat comes to the Fallout Universe. You are the wretched refuse. You may be born from dirt, but we will forge you into steel. You will learn to bend; if not you, will you break. In these dark times, the Brotherhood - your Brotherhood - is all that stands between the rekindled flame of civilization and the howling, radiated wasteland.  Your weapons will become more than your tools, they will become your friends. You will use your skills to inspire the lowly and protect the weak... whether they like it or not. Your squadmates will be more dear to you than your kin and for those that survive there will be honor, respect and the spoils of war."
628,Fallout 3: Point Lookout,2009-06-23,73.13524,"Buy a ticket and hop onboard the Duchess Gambit, as Tobar the Ferryman takes you to the strange seaside town of Point Lookout. What secrets does the dilapidated boardwalk hold? Who lives in the sprawling mansion? Why is the Punga Fruit so important? And what horrors lie in the depths of the murky swamp? Point Lookout is the most open-ended DLC yet, and allows you to explore an entirely new and expansive gameplay area any way you’d like. A completely new quest line allows you uncover the town’s hidden secrets, and wield powerful new weapons like the Double-Barrel Shotgun against the swamp’s dangerous, and deformed, denizens. So venture to Point Lookout, if you dare. Just pray it’s not a one-way trip."
629,Fallout 3: Operation Anchorage,2009-01-27,65.53458,"Enter a military simulation and fight in one of the greatest battles of the Fallout universe – the liberation of Anchorage, Alaska from its Chinese Communist invaders."
630,Fallout 3: Mothership Zeta,2009-08-03,71.56373,"Defy hostile alien abductors and fight your way off of the massive Mothership Zeta, orbiting Earth miles above the Capital Wasteland. Mothership Zeta takes Fallout 3 in an entirely new direction – outer space. Meet new characters and join with them in a desperate bid to escape the Aliens’ clutches. To do so, you’ll wield powerful new weapons, like the Alien Atomizer, Alien Disintegrator, and Drone Cannon, and deck yourself out in brand new outfits, like the Gemini-Era Spacesuit and even Samurai Armor."
631,Fallout 4 - Far Harbor,2016-05-19,76.52342,"A new case from Valentine’s Detective Agency leads you on a search for a young woman and a secret colony of synths. Travel off the coast of Maine to the mysterious island of Far Harbor, where higher levels of radiation have created a more feral world. Navigate through the growing conflict between the synths, the Children of Atom, and the local townspeople. Will you work towards bringing peace to Far Harbor, and at what cost? Far Harbor features the largest landmass for an add-on that we’ve ever created, filled with new faction quests, settlements, lethal creatures and dungeons. Become more powerful with new, higher-level armor and weapons. The choices are all yours."
632,Fallout 3: Broken Steel,2009-05-05,71.81801,"You may have dealt the Enclave a serious blow at Project Purity, but their forces are still out there, and still pose a grave threat to the people and security of the Capital Wasteland. In Broken Steel, you’ll continue your current Fallout 3 character past the events of Project Purity, and work with the Brotherhood of Steel to eradicate the Enclave threat once and for all. You’ll travel to new locations like the Olney Powerworks, wield destructive new weapons like the Tesla Cannon, fight powerful new creatures like the Super Mutant Overlord, marvel at the destructive power of Liberty Prime, earn new Perks like the devastating Nuclear Anomaly… and play Fallout 3 all the way to level 30."
633,Fallout Shelter,2015-06-15,0,"Only available in Indonesia, Malaysia, Philippines, Thailand, Singapore, South Korea, and Japan. Fallout Shelter Online is the official successor to Fallout Shelter. Alongside the classic Vault management feature, in Fallout Shelter Online, players are also able to recruit famous heroes from the Fallout series, build perfect adventure teams, face dangerous foes, and venture into the wild Wasteland! Whomever survives the Wasteland, rules the Wasteland. Overseer, do you have what it takes to build a better future for tomorrow's post-apocalyptic world? Prepare for a new adventure, beyond the Vault!"
634,Fallout 4,2015-11-09,80.09906,"Bethesda Game Studios welcome you to the world of Fallout 4, their most ambitious game ever, and the next generation of open-world gaming. As the sole survivor of Vault 111, you enter a world destroyed by nuclear war. Every second is a fight for survival, and every choice is yours. Only you can rebuild and determine the fate of the Wasteland. Welcome home."
635,Fallout 3,2008-10-28,0,
636,Fallout: New Vegas - Lonesome Road,2011-09-20,68.65626,"In Lonesome Road you are contacted by the original Courier Six, a man by the name of Ulysses who refused to deliver the Platinum Chip at the start of Fallout: New Vegas. Ulysses promises the answer as to why he didn’t take the job, but only if you make one last journey into the hurricane-swept canyons of the Divide, a landscape torn apart by earthquakes and violent storms. It's up to you whether you take the job or not."
637,Fallout: New Vegas - Dead Money,2010-12-21,70.43314,"As the victim of a raw deal you must work alongside three other captured wastelanders to recover the legendary treasure of the Sierra Madre Casino. In Dead Money, your life hangs in the balance as you face new terrain, foes, and choices. It is up to you how you play your cards in the quest to survive."
638,Fallout: New Vegas - Ultimate Edition,2012-02-07,87.37931,"Welcome back to New Vegas!  With the introduction of the Ultimate Edition Bethesda Softworks presents the definitive edition of Fallout: New Vegas. This complete package, which includes the Dead Money, Honest Hearts, Old World Blues and Lonesome Road add-on packs, allows you to experience everything that New Vegas has to offer. To sweeten the pot, you'll be armed with the latest cache of unique weapons, ammo types and recipes from the most recent add-on packs Courier's Stash and Gun Runners Arsenal.  Whether you're a seasoned explorer of the Mojave or playing the game for the first time you will find there are more friends, and enemies, to make, more consequences to be responsible for and more opportunities to live in glory, or infamy, throughout the Wasteland. The choices you make will be as influential as ever.  Enjoy your stay."
639,Mafia: Definitive Edition,2020-09-25,79.10683,"Re-made from the ground up, rise through the ranks of the Mafia during the Prohibition era of organized crime. After a run-in with the mob, cab driver Tommy Angelo is thrust into a deadly underworld. Initially uneasy about falling in with the Salieri crime family, Tommy soon finds that the rewards are too big to ignore."
640,Mafia,2022-04-11,87.3043,"Mafia is a 3D action crime epic set in the seedy underworld of the 1930's. Rise from the lowly but well-dressed Footsoldier, to an envied and feared Made Man in an era of mob hits, car chases, and bootlegging. Earn a reputation as a tough enforcer, daring getaway driver, and deadly hitman in your quest for respect and power within the Salieri Family."
